;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SAME;SAME;DELETE;SAME;SAME;SAME;SAME;SAME;NEW;RENAME;DELETE;NEW;RENAME;NEW;SAME;NEW;RENAME;NEW;Rename;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE
;NL0012483929;06-05-25;;NL0012483929;NL;COR30;Euronext Core Europe 30 EW D 5% NR;XAMS;;;1327.1;;1328.93;;1328.929746;;;;;;;NL0012483911;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;NL0012483911;06-05-25;;NL0012483911;NL;COR3N;Euronext Core Europe 30 EW NR;XAMS;;;3492.45;;3498.71;;3498.705627;;;;;;;NL0012483903;;;;0.891777283;BE0974293251;ECB;TR1;Indices;;;;;0;
;NL0012483903;06-05-25;;NL0012483903;NL;COR3P;Euronext Core Europe 30 EW;XAMS;;1016347.71;2161.52;;2159.36;;2159.361525;;2194662141;;30;EUR;1;;NL0012483937;NL0012483911;;;;ECB;EU Price;Indices;;;;;0;
;NL0012481774;06-05-25;;NL0012481774;NL;ESG5D;Euronext Euro 50 ESG EW Decrement 50 P;XAMS;;;1465.09;;1469.78;;1469.782355;;;;;;;NL0012481766;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;365;0;
;NL0012481766;06-05-25;;NL0012481766;NL;ESG5G;Euronext Euro 50 ESG EW GR;XAMS;;;2062.64;;2069.83;;2069.83086;;;;;;;NL0012481741;;;1.188311917;;BE0003565737;ECB;TR1;Indices;;;;;0;
;NL0012481758;06-05-25;;NL0012481758;NL;ESG5N;Euronext Euro 50 ESG EW NR;XAMS;;;1939.01;;1944.55;;1944.548662;;;;;;;NL0012481741;;;;0.831818342;BE0003565737;ECB;TR1;Indices;;;;;0;
;NL0012481741;06-05-25;;NL0012481741;NL;ESG50;Euronext Euro 50 ESG EW;XAMS;;1182416.442;1603.53;;1605.17;;1605.171683;;1897981391;;50;EUR;1;;NL0012481766;NL0012481758;;;;ECB;EU Price;Indices;;;;;0;
;NL0012375356;06-05-25;;NL0012375356;NL;COREU;Euronext Core Europe 100 EW D 5% NR;XAMS;;;1243.25;;1247.58;;1247.577893;;;;;;;NL0012375349;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;NL0012375349;06-05-25;;NL0012375349;NL;COREN;Euronext Core Europe 100 EW NR;XAMS;;;3271.87;;3284.61;;3284.613547;;;;;;;NL0012254635;;;;0.84013946;BE0003565737 BE0974293251;ECB;TR1;Indices;;;;;0;
;NL0012365068;06-05-25;;NL0012365068;NL;EFGED;EN France Germany Leaders 50 EW D 5%;XAMS;;;1276.14;;1281.11;;1281.112688;;;;;;;NL0012365043;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;NL0012365050;06-05-25;;NL0012365050;NL;EFGEG;EN France Germany Leaders 50 EW GR;XAMS;;;3876.24;;3897.28;;3897.276033;;;;;;;NL0012365035;;;0;;;ECB;TR1;Indices;;;;;0;
;NL0012365043;06-05-25;;NL0012365043;NL;EFGEN;EN France Germany Leaders 50 EW NR;XAMS;;;3358.4;;3372.86;;3372.859319;;;;;;;NL0012365035;;;;0;;ECB;TR1;Indices;;;;;0;
;NL0012365035;06-05-25;;NL0012365035;NL;EFGEW;EN France Germany Leaders 50 EW;XAMS;;991695.6736;2153.21;;2155.45;;2155.4462;;2137546671;;50;EUR;1;;NL0012365050;NL0012365043;;;;ECB;EU Price;Indices;;;;;0;
;NL0012328843;06-05-25;;NL0012328843;NL;ECO50;EN Climate Objective 50 EW Decrement 5%;XAMS;;;1561.64;;1566.09;;1566.088001;;;;;;;NL0012328827;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;NL0012328835;06-05-25;;NL0012328835;NL;ECOEG;Euronext Climate Objective 50 EW GR;XAMS;;;3546.64;;3559.12;;3559.123566;;;;;;;NL0012328819;;;1.76417401;;BE0003565737;ECB;TR1;Indices;;;;;0;
;NL0012328827;06-05-25;;NL0012328827;NL;ECOEN;Euronext Climate Objective 50 EW NR;XAMS;;;3218.27;;3228.76;;3228.761365;;;;;;;NL0012328819;;;;1.234921807;BE0003565737;ECB;TR1;Indices;;;;;0;
;NL0012328819;06-05-25;;NL0012328819;NL;ECOEW;Euronext Climate Objective 50 EW;XAMS;;869628.5013;2334.98;;2340.78;;2340.781182;;2035610031;;50;EUR;1;;NL0012328835;NL0012328827;;;;ECB;EU Price;Indices;;;;;0;
;NL0012294268;06-05-25;;NL0012294268;NL;EBLRD;Euronext BeNeLux Low Risk 20 D 4.5%;XAMS;;;1723.75;;1731.35;;1731.347324;;;;;;;NL0012294243;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.045;1;365;0;
;NL0012294250;06-05-25;;NL0012294250;NL;EBLRG;Euronext BeNeLux Low Risk 20 GR;XAMS;;;4938.86;;4962.44;;4962.443853;;;;;;;NL0012294235;;;5.883692972;;BE0003565737 BE0974293251;ECB;TR1;Indices;;;;;0;
;NL0012294243;06-05-25;;NL0012294243;NL;EBLRN;Euronext BeNeLux Low Risk 20 NR;XAMS;;;4306.43;;4326.99;;4326.991402;;;;;;;NL0012294235;;;;4.11858508;BE0003565737 BE0974293251;ECB;TR1;Indices;;;;;0;
;NL0012294235;06-05-25;;NL0012294235;NL;EBLRE;Euronext BeNeLux Low Risk 20;XAMS;;426149.4629;2518.34;;2530.36;;2530.364804;;1078313602;;20;EUR;1;;NL0012294250;NL0012294243;;;;ECB;EU Price;Indices;;;;;0;
;NL0012254650;06-05-25;;NL0012254650;NL;EC1ED;Euronext Core Europe 100 EW D 5% GR;XAMS;;;1428.05;;1433.82;;1433.820493;;;;;;;NL0012254643;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;NL0012254643;06-05-25;;NL0012254643;NL;EC1EG;Euronext Core Europe 100 EW GR;XAMS;;;3752.77;;3769.47;;3769.467371;;;;;;;NL0012254635;;;1.200199229;;BE0003565737 BE0974293251;ECB;TR1;Indices;;;;;0;
;NL0012254635;06-05-25;;NL0012254635;NL;EC1EW;Euronext Core Europe 100 EW;XAMS;;996224.728;2201.44;;2206.47;;2206.46908;;2198139059;;100;EUR;1;;NL0012254643;NL0012375349;;;;ECB;EU Price;Indices;;;;;0;
;NL0011923081;06-05-25;;NL0011923081;NL;COP5E;EN Climate Orientation Priority 50 EW ER;XAMS;;;1817.57;;1824.94;;1824.944256;;;;;;;NL0011923065;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;NL0011923073;06-05-25;;NL0011923073;NL;ECOPG;EN Climate Orientation Priority 50 EW GR;XAMS;;;4165.63;;4186.98;;4186.975143;;;;;;;NL0011923057;;;1.842397563;;BE0003565737;ECB;TR1;Indices;;;;;0;
;NL0011923065;06-05-25;;NL0011923065;NL;ECOPN;EN Climate Orientation Priority 50 EW NR;XAMS;;;3745.21;;3761.95;;3761.946795;;;;;;;NL0011923057;;;;1.289678294;BE0003565737;ECB;TR1;Indices;;;;;0;
;NL0011923057;06-05-25;;NL0011923057;NL;ECOP;EN Climate Orientation Priority 50 EW;XAMS;;982541.7631;2538.19;;2544.66;;2544.662422;;2500237103;;50;EUR;1;;NL0011923073;NL0011923065;;;;ECB;EU Price;Indices;;;;;0;
;NL0011923040;06-05-25;;NL0011923040;NL;ENCEG;Euronext Climate Europe GR;XAMS;;;3225.27;;3233.96;;3233.964519;;;;;;;NL0011923024;;;0.451281152;;AT0000746409 BE0003565737 SE0015961909;ECB;TR1;Indices;;;;;0;
;NL0011923032;06-05-25;;NL0011923032;NL;ENCEN;Euronext Climate Europe NR;XAMS;;;2933.54;;2940.36;;2940.36093;;;;;;;NL0011923024;;;;0.317682322;AT0000746409 BE0003565737 SE0015961909;ECB;TR1;Indices;;;;;0;
;NL0011923024;06-05-25;;NL0011923024;NL;ENCLE;Euronext Climate Europe;XAMS;;2669560763;2009.86;;2012.38;;2012.384577;;5.37218E+12;;200;EUR;1;;NL0011923040;NL0011923032;;;;ECB;EU Price;Indices;;;;;0;
;NL0011821269;06-05-25;;NL0011821269;NL;CAIND;Euronext CA Index;XAMS;;100;0.01;;0.01;;0.01;;1;;1;EUR;1;;;;;;;ECB;EU Price;Indices;;;;;0;
;NL0011376140;06-05-25;;NL0011376140;NL;BNEWE;Euronext BeNe 40 EW Excess Return;XAMS;;;1813.78;;1820.55;;1820.548953;;;;;;;NL0011376124;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.045;1;365;0;
;NL0011376132;06-05-25;;NL0011376132;NL;BNEWG;Euronext BeNe 40 Equal Weight GR;XAMS;;;5447.85;;5470.21;;5470.211697;;;;;;;NL0011376116;;;3.993723458;;BE0003565737 BE0974293251;ECB;TR1;Indices;;;;;0;
;NL0011376124;06-05-25;;NL0011376124;NL;BNEWN;Euronext BeNe 40 Equal Weight NR;XAMS;;;4739.7;;4759.15;;4759.148085;;;;;;;NL0011376116;;;;2.795606421;BE0003565737 BE0974293251;ECB;TR1;Indices;;;;;0;
;NL0011376116;06-05-25;;NL0011376116;NL;BNEW;Euronext BeNe 40 Equal Weight;XAMS;;1712678.136;2948.75;;2960.86;;2960.855689;;5070992803;;40;EUR;1;;NL0011376132;NL0011376124;;;;ECB;EU Price;Indices;;;;;0;
;NL0010614541;06-05-25;;NL0010614541;NL;ATAWG;AEX All-Tradable Alternative Weight GR;XAMS;;;3722.9;;3726.31;;3726.313855;;;;;;;NL0010614525;;;0;;;ECB;TR1;Indices;;;;;0;
;NL0010614533;06-05-25;;NL0010614533;NL;ATAWN;AEX All-Tradable Alternative Weight NR;XAMS;;;3446.28;;3449.45;;3449.445853;;;;;;;NL0010614525;;;;0;;ECB;TR1;Indices;;;;;0;
;NL0010614525;06-05-25;;NL0010614525;NL;AETAW;AEX All-Tradable Alternative Weighting;XAMS;;320873181;2001.62;;2003.45;;2003.451891;;6.42854E+11;;75;EUR;1;;NL0010614541;NL0010614533;;;;ECB;EU Price;Indices;;;;;0;
;NL0010614517;06-05-25;;NL0010614517;NL;AEXTG;AEX All-Tradable GR;XAMS;;;2015.29;;2012.79;;2012.793756;;;;;;;NL0010614491;;;0;;;ECB;TR1;Indices;;;;;0;
;NL0010614509;06-05-25;;NL0010614509;NL;AEXTN;AEX All-Tradable NR;XAMS;;;1876.3;;1873.97;;1873.971296;;;;;;;NL0010614491;;;;0;;ECB;TR1;Indices;;;;;0;
;NL0010614491;06-05-25;;NL0010614491;NL;AEXAT;AEX All-Tradable;XAMS;;954376222.6;1065.49;;1064.17;;1064.173204;;1.01562E+12;;75;EUR;1;;NL0010614517;NL0010614509;;;;ECB;EU Price;Indices;;;;;0;
;NL0000249274;06-05-25;;NL0000249274;NL;AMX;AMX-Index;XAMS;;58456304.05;838.43;;841.76;;841.7569261;;49205998805;;25;EUR;1;;QS0011204763;QS0011211164;;;;ECB;EU Price;Indices;;;;;0;
;NL0000249142;06-05-25;;NL0000249142;NL;ASCX;AScX-Index;XAMS;;5717321.123;1408.77;;1418.28;;1418.28189;;8108773009;;25;EUR;1;;QS0011204995;QS0011211172;;;;ECB;EU Price;Indices;;;;;0;
;NL0000249100;06-05-25;;NL0000249100;NL;AAX;AEX All-Share Index;XAMS;;1262317849;1175.37;;1173.76;;1173.764199;;1.48166E+12;;120;EUR;1;;QS0011224977;;;;;ECB;EU Price;Indices;;;;;0;
;NL00002INAMX;06-05-25;;NL000024927I;NL;MIRUT;AMX REUT INTERN;XAMS;;58456304.05;838.43;;841.76;;841.7569261;;49205998805;;25;EUR;1;;QS001120476I;QS001121116I;;;;ECB;EU Price;Indices;;;;;0;
;NL0000000107;06-05-25;;NL0000000107;NL;AEX;AEX-Index;XAMS;;1043478829;897.63;;896.44;;896.439484;;9.35416E+11;;25;EUR;1;;QS0011131990;QS0011211156;;;;ECB;EU Price;Indices;;;;;0;
;NL00000INAEX;06-05-25;;NL000000010I;NL;AIRUT;AEX REUT INTERN;XAMS;;1043478829;897.63;;896.44;;896.439484;;9.35416E+11;;25;EUR;1;;QS001113199I;QS001121115I;;;;ECB;EU Price;Indices;;;;;0;
;NL000INAEXNR;06-05-25;;QS001121115I;NL;AIRUN;AEX NET REUT INTERN;XAMS;;;3055.19;;3051.13;;3051.126187;;;;;;;NL000000010I;;;;0;;ECB;TR1;Indices;;;;;0;
;NL000INAEXGR;06-05-25;;QS001113199I;NL;AIRUG;AEX GROSS REUT INTERN;XAMS;;;3551.85;;3547.12;;3547.122026;;;;;;;NL000000010I;;;0;;;ECB;TR1;Indices;;;;;0;
;NLIX00006279;06-05-25;;NLIX00006279;NL;ESF50;EN European Sovereignty Fixed Basket D50P;XAMS;;;955.85;;960.09;;960.0893111;;;;;;;NLIX00006196;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;360;0;
;NLIX00006261;06-05-25;;NLIX00006261;NL;EENSG;Euronext European Energy Security GR;XAMS;;;2209.46;;2204.65;;2204.647818;;;;;;;NLIX00006246;;;0.210733357;;AT0000746409;ECB;TR1;Indices;;;;;0;
;NLIX00006253;06-05-25;;NLIX00006253;NL;EENSN;Euronext European Energy Security NR;XAMS;;;1982.87;;1978.54;;1978.542828;;;;;;;NLIX00006246;;;;0.152781684;AT0000746409;ECB;TR1;Indices;;;;;0;
;NLIX00006246;06-05-25;;NLIX00006246;NL;EENS;Euronext European Energy Security;XAMS;;904753347.9;1071.98;;1069.64;;1069.641626;;9.67762E+11;;83;EUR;1;;NLIX00006261;NLIX00006253;;;;ECB;EU Price;Indices;;;;;0;
;NLIX00006238;06-05-25;;NLIX00006238;NL;ESALG;Euronext Strategic Autonomy Leaders GR;XAMS;;;6213.97;;6226.04;;6226.038272;;;;;;;NLIX00006212;;;0;;;ECB;TR1;Indices;;;;;0;
;NLIX00006220;06-05-25;;NLIX00006220;NL;ESALN;Euronext Strategic Autonomy Leaders NR;XAMS;;;5637.54;;5647.98;;5647.981313;;;;;;;NLIX00006212;;;;0;;ECB;TR1;Indices;;;;;0;
;NLIX00006212;06-05-25;;NLIX00006212;NL;ESAL;Euronext Strategic Autonomy Leaders;XAMS;;144694812.7;4083.22;;4089.66;;4089.656705;;5.91752E+11;;99;EUR;1;;NLIX00006238;NLIX00006220;;;;ECB;EU Price;Indices;;;;;0;
;NLIX00006204;06-05-25;;NLIX00006204;NL;ESFD5;EN European Sovereignty Fixed Basket D5%;XAMS;;;4882.05;;4903.8;;4903.797102;;;;;;;NLIX00006188;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;360;0;
;NLIX00006196;06-05-25;;NLIX00006196;NL;EESFG;EN European Sovereignty Fixed Basket GR;XAMS;;;11284.78;;11339.74;;11339.74337;;;;;;;NLIX00006170;;;0;;;ECB;TR1;Indices;;;;;0;
;NLIX00006188;06-05-25;;NLIX00006188;NL;EESFN;EN European Sovereignty Fixed Basket NR;XAMS;;;10626.11;;10677.87;;10677.86889;;;;;;;NLIX00006170;;;;0;;ECB;TR1;Indices;;;;;0;
;NLIX00006170;06-05-25;;NLIX00006170;NL;EESF;EN European Sovereignty Fixed Basket;XAMS;;984041.3851;8617.86;;8659.84;;8659.840479;;8521641419;;20;EUR;1;;NLIX00006196;NLIX00006188;;;;ECB;EU Price;Indices;;;;;0;
;NLIX00006139;06-05-25;;NLIX00006139;NL;EZ50D;Euronext Eurozone 50 Decrement 50 Points;XAMS;;;1727.11;;1732.07;;1732.068268;;;;;;;NLIX00006113;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;365;0;
;NLIX00006121;06-05-25;;NLIX00006121;NL;EZ5D5;Euronext Eurozone 50 Decrement 5% ;XAMS;;;1369.78;;1372.42;;1372.419588;;;;;;;NLIX00006105;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;NLIX00006113;06-05-25;;NLIX00006113;NL;EZ50G;Euronext Eurozone 50 GR;XAMS;;;3350.36;;3360.78;;3360.784509;;;;;;;NLIX00006097;;;0.514059875;;BE0974293251;ECB;TR1;Indices;;;;;0;
;NLIX00006105;06-05-25;;NLIX00006105;NL;EZ50N;Euronext Eurozone 50 NR;XAMS;;;2929.2;;2936.04;;2936.039417;;;;;;;NLIX00006097;;;;0.359841912;BE0974293251;ECB;TR1;Indices;;;;;0;
;NLIX00006097;06-05-25;;NLIX00006097;NL;EZ50P;Euronext Eurozone 50;XAMS;;1922848362;1954.52;;1954.66;;1954.661301;;3.75852E+12;;50;EUR;1;;NLIX00006113;NLIX00006105;;;;ECB;EU Price;Indices;;;;;0;
;NLIX00006071;06-05-25;;NLIX00006071;NL;ESSD5;EN European Strategic Sovereignty D 5%;XAMS;;;1636.05;;1641.75;;1641.754459;;;;;;;NLIX00006048;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;NLIX00006063;06-05-25;;NLIX00006063;NL;ESD50;EN European Strategic Sovereignty D 50 P;XAMS;;;951.68;;954.98;;954.9753451;;;;;;;NLIX00006055;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;365;0;
;NLIX00006055;06-05-25;;NLIX00006055;NL;EESSG;EN European Strategic Sovereignty GR;XAMS;;;3719.41;;3733.91;;3733.908012;;;;;;;NLIX00006030;;;0;;;ECB;TR1;Indices;;;;;0;
;NLIX00006048;06-05-25;;NLIX00006048;NL;EESSN;EN European Strategic Sovereignty NR;XAMS;;;3524.09;;3537.82;;3537.824502;;;;;;;NLIX00006030;;;;0;;ECB;TR1;Indices;;;;;0;
;NLIX00006030;06-05-25;;NLIX00006030;NL;EESS;EN European Strategic Sovereignty;XAMS;;569821901;2211.57;;2220.19;;2220.190513;;1.26511E+12;;25;EUR;1;;NLIX00006055;NLIX00006048;;;;ECB;EU Price;Indices;;;;;0;
;NLIX00006022;06-05-25;;NLIX00006022;NL;EDE5D;EN Europe Defense Fixed Basket D 50 P;XAMS;;;1062.44;;1071.68;;1071.680291;;;;;;;NLIX00006006;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;365;0;
;NLIX00006014;06-05-25;;NLIX00006014;NL;EDEFD;EN Europe Defense Fixed Basket D 5% ;XAMS;;;7833.66;;7901.59;;7901.592943;;;;;;;NLIX00005990;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;NLIX00006006;06-05-25;;NLIX00006006;NL;EDEFG;EN Europe Defense Fixed Basket GR;XAMS;;;17743.21;;17904.38;;17904.37566;;;;;;;NLIX00005982;;;0;;;ECB;TR1;Indices;;;;;0;
;NLIX00005990;06-05-25;;NLIX00005990;NL;EDEFN;EN Europe Defense Fixed Basket NR;XAMS;;;16867.79;;17021;;17020.99697;;;;;;;NLIX00005982;;;;0;;ECB;TR1;Indices;;;;;0;
;NLIX00005982;06-05-25;;NLIX00005982;NL;EDEFP;EN Europe Defense Fixed Basket PR;XAMS;;1022719.001;13700.35;;13824.79;;13824.78939;;14138874803;;10;EUR;1;;NLIX00006006;NLIX00005990;;;;ECB;EU Price;Indices;;;;;0;
;NLIX00005917;06-05-25;;NLIX00005917;NL;EETAG;Euronext Europe Tech All-Share GR;XAMS;;;5290.69;;5298.77;;5298.771996;;;;;;;NLIX00005891;;;0.791630271;;AT0000746409 SE0015961909;ECB;TR1;Indices;;;;;0;
;NLIX00005909;06-05-25;;NLIX00005909;NL;EETAN;Euronext Europe Tech All-Share NR;XAMS;;;4974.46;;4982.04;;4982.039055;;;;;;;NLIX00005891;;;;0.561980637;AT0000746409 SE0015961909;ECB;TR1;Indices;;;;;0;
;NLIX00005891;06-05-25;;NLIX00005891;NL;EETAP;Euronext Europe Tech All-Share PR;XAMS;;608020224.5;3827.72;;3833.52;;3833.515326;;2.33085E+12;;248;EUR;1;;NLIX00005917;NLIX00005909;;;;ECB;EU Price;Indices;;;;;0;
;NLIX00005883;06-05-25;;NLIX00005883;NL;EETEG;Euronext Europe Tech GR;XAMS;;;5130.03;;5137.57;;5137.572547;;;;;;;NLIX00005867;;;0.792005958;;AT0000746409 SE0015961909;ECB;TR1;Indices;;;;;0;
;NLIX00005875;06-05-25;;NLIX00005875;NL;EETEN;Euronext Europe Tech NR;XAMS;;;4817.78;;4824.87;;4824.86934;;;;;;;NLIX00005867;;;;0.562247339;AT0000746409 SE0015961909;ECB;TR1;Indices;;;;;0;
;NLIX00005867;06-05-25;;NLIX00005867;NL;EETEP;Euronext Europe Tech PR;XAMS;;607731810.5;3703.38;;3708.83;;3708.82821;;2.25397E+12;;161;EUR;1;;NLIX00005883;NLIX00005875;;;;ECB;EU Price;Indices;;;;;0;
;NLIX00005859;06-05-25;;NLIX00005859;NL;EADD5;EN Europe Aerospace and Defense D 5 %;XAMS;;;6101.06;;6150.49;;6150.485975;;;;;;;NLIX00005826;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;NLIX00005842;06-05-25;;NLIX00005842;NL;EAD5P;EN Europe Aerospace and Defense D 50 P;XAMS;;;9241.86;;9320.12;;9320.118223;;;;;;;NLIX00005834;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;365;0;
;NLIX00005834;06-05-25;;NLIX00005834;NL;EUADG;EN Europe Aerospace and Defense GR;XAMS;;;13620.78;;13736.72;;13736.72289;;;;;;;NLIX00005818;;;0;;;ECB;TR1;Indices;;;;;0;
;NLIX00005826;06-05-25;;NLIX00005826;NL;EUADN;EN Europe Aerospace and Defense NR;XAMS;;;13137.7;;13249.53;;13249.52557;;;;;;;NLIX00005818;;;;0;;ECB;TR1;Indices;;;;;0;
;NLIX00005818;06-05-25;;NLIX00005818;NL;EUADP;EN Europe Aerospace and Defense PR;XAMS;;17373548.62;10378.09;;10466.43;;10466.43138;;1.81839E+11;;14;EUR;1;;NLIX00005834;NLIX00005826;;;;ECB;EU Price;Indices;;;;;0;
;NLIX00005776;06-05-25;;NLIX00005776;NL;GSF50;EN Germany Selection Fixed Basket D 50 P;XAMS;;;1040.28;;1052.53;;1052.52724;;;;;;;NLIX00005750;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;365;0;
;NLIX00005768;06-05-25;;NLIX00005768;NL;GSFD5;EN Germany Selection Fixed Basket D 5% ;XAMS;;;3404.26;;3444.3;;3444.302788;;;;;;;NLIX00005743;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;NLIX00005750;06-05-25;;NLIX00005750;NL;GSFBG;EN Germany Selection Fixed Basket GR;XAMS;;;7720.78;;7814.77;;7814.76603;;;;;;;NLIX00005735;;;0;;;ECB;TR1;Indices;;;;;0;
;NLIX00005743;06-05-25;;NLIX00005743;NL;GSFBN;EN Germany Selection Fixed Basket NR;XAMS;;;7331.38;;7420.62;;7420.624197;;;;;;;NLIX00005735;;;;0;;ECB;TR1;Indices;;;;;0;
;NLIX00005735;06-05-25;;NLIX00005735;NL;GSFBP;EN Germany Selection Fixed Basket PR;XAMS;;1009240.387;6343.65;;6420.87;;6420.872059;;6480203401;;10;EUR;1;;NLIX00005750;NLIX00005743;;;;ECB;EU Price;Indices;;;;;0;
;NLIX00005719;06-05-25;;NLIX00005719;FR;ESVD4;Euronext Souveraineté Européenne D 4 %;XPAR;;;3798.7;;3795.61;;3795.613208;;;;;;;NLIX00005255;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.04;1;365;0;
;NLIX00005610;06-05-25;;NLIX00005610;NL;BRD5;EN Basic Resources Europe 15 NR D 5 %;XAMS;;;757.15;;756.41;;756.4101348;;;;;;;NLIX00005578;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;NLIX00005602;06-05-25;;NLIX00005602;NL;ENED5;EN Energy Europe Capped NR D 5 %;XAMS;;;839.76;;835.13;;835.133319;;;;;;;NLIX00005537;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;NLIX00005594;06-05-25;;NLIX00005594;NL;BRD5P;Euronext Basic Resources Europe 15 D50P;XAMS;;;768.66;;767.81;;767.8127855;;;;;;;NLIX00005586;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;365;0;
;NLIX00005586;06-05-25;;NLIX00005586;NL;BREUG;Euronext Basic Resources Europe 15 GR;XAMS;;;1668.92;;1667.97;;1667.971186;;;;;;;NLIX00005560;;;0;;;ECB;TR1;Indices;;;;;0;
;NLIX00005578;06-05-25;;NLIX00005578;NL;BREUN;Euronext Basic Resources Europe 15 NR;XAMS;;;1630.99;;1630.06;;1630.058849;;;;;;;NLIX00005560;;;;0;;ECB;TR1;Indices;;;;;0;
;NLIX00005560;06-05-25;;NLIX00005560;NL;BREU;Euronext Basic Resources Europe 15;XAMS;;186441746.4;958.97;;958.42;;958.4231414;;1.7869E+11;;15;EUR;1;;NLIX00005586;NLIX00005578;;;;ECB;EU Price;Indices;;;;;0;
;NLIX00005552;06-05-25;;NLIX00005552;NL;EED5P;EN Energy Europe Capped GR D 50 P;XAMS;;;767.33;;763.01;;763.0125523;;;;;;;NLIX00005545;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;365;0;
;NLIX00005545;06-05-25;;NLIX00005545;NL;ENEUG;Euronext Energy Europe Capped GR;XAMS;;;2013.51;;2003.24;;2003.244398;;;;;;;NLIX00005529;;;0;;;ECB;TR1;Indices;;;;;0;
;NLIX00005537;06-05-25;;NLIX00005537;NL;ENEUN;Euronext Energy Europe Capped NR;XAMS;;;1808.91;;1799.69;;1799.690977;;;;;;;NLIX00005529;;;;0;;ECB;TR1;Indices;;;;;0;
;NLIX00005529;06-05-25;;NLIX00005529;NL;ENEU;Euronext Energy Europe Capped;XAMS;;399888352.1;996.74;;991.66;;991.6616421;;3.96554E+11;;14;EUR;1;;NLIX00005545;NLIX00005537;;;;ECB;EU Price;Indices;;;;;0;
;NLIX00005420;06-05-25;;NLIX00005420;NL;BED50;Euronext Banks Eurozone Select 10EW D50P;XAMS;;;912.36;;918.32;;918.3192172;;;;;;;NLIX00005396;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;365;0;
;NLIX00005412;06-05-25;;NLIX00005412;NL;BE1D5;Euronext Banks Eurozone Select 10EW D5%;XAMS;;;1815.57;;1827.51;;1827.505515;;;;;;;NLIX00005404;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
;NLIX00005404;06-05-25;;NLIX00005404;NL;BE1N;Euronext Banks Eurozone Select 10 EW NR;XAMS;;;3591.18;;3616.25;;3616.250819;;;;;;;NLIX00005388;;;;0;;ECB;TR1;Indices;;;;;0;
;NLIX00005396;06-05-25;;NLIX00005396;NL;BE1G;Euronext Banks Eurozone Select 10 EW GR;XAMS;;;4045.06;;4073.31;;4073.307481;;;;;;;NLIX00005388;;;0;;;ECB;TR1;Indices;;;;;0;
;NLIX00005388;06-05-25;;NLIX00005388;NL;BE1P;Euronext Banks Eurozone Select 10 EW;XAMS;;426216.3171;2448.52;;2465.62;;2465.61753;;1050886423;;10;EUR;1;;NLIX00005396;NLIX00005404;;;;ECB;EU Price;Indices;;;;;0;
;NLIX00005313;06-05-25;;NLIX00005313;NL;SEZTD;EN Multi Sector Eurozone Top 20 D50P;XAMS;;;821.8;;822.76;;822.7618472;;;;;;;NLIX00005289;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;365;0;
;NLIX00005305;06-05-25;;NLIX00005305;NL;SEZT5;EN Multi Sector Eurozone Top 20 D5%;XAMS;;;2874.54;;2877.41;;2877.413199;;;;;;;NLIX00005297;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;0.05;1;365;0;
